"county_name" "state" "confirmed_cases" "deaths" "total_pop" "white_pop" "black_pop" "asian_pop" "amerindian_pop" "hispanic_pop" "median_income" "households_public_asst_or_food_stamps" "children_in_single_female_hh" "employed_pop" "unemployed_pop" "pop_determined_poverty_status" "not_us_citizen_pop" "two_parent_families_with_young_children" "poverty" "income_under_40" "income_over_40_under_100" "income_over_100" "income_200000_or_more" "commuters_in_groups" "local_commuters" "out_of_town_commuters" "cases_per_1000" "deaths_per_1000" "death_per_case" "k12_students" "children" "some_college_and_associates_degree" "associates_degree" "bachelors_degree" "masters_degree"
"584" "Camden County" "GA" 2594 21 52252 36635 9668 732 327 3326 53687 2478 3077 21015 1881 50473 1112 3392 6413 6758 8373 3291 491 1770 19336 3506 49.6440327642961 0.401898491923754 0.00809560524286816 8281 12937 11907 3006 4836 2136
"585" "Henry County" "GA" 13950 167 217506 101652 88487 7143 137 14079 64752 8949 16599 100413 8348 215768 6899 8434 24638 20964 33530 15607 2596 10501 62711 26743 64.1361617610549 0.767794911404743 0.0119713261648746 44001 58125 44317 12181 24882 10366
"586" "Barrow County" "GA" 6428 82 75099 54809 8320 2679 56 7524 56119 3599 4322 34265 2500 74650 3271 4578 9829 8005 12083 4016 484 3450 22982 9073 85.5936830050999 1.09189203584602 0.0127566894835096 13701 20259 15540 4210 5756 1921
"587" "Polk County" "GA" 3194 55 41444 29827 5253 271 0 5403 40652 3241 2844 17553 1367 40998 1969 1812 7781 7358 5812 1559 220 1323 12544 3363 77.067850593572 1.32709197953865 0.017219787100814 7291 10782 7044 1603 2045 957
"588" "Fulton County" "GA" 62813 824 1010420 403350 440568 67267 1591 74574 61336 51517 81553 500783 41779 978533 76760 42776 156519 133325 134401 78003 46121 85924 360177 85520 62.1652382177708 0.815502464321767 0.0131183035358923 156527 230550 156638 40534 201680 98386
"589" "Cobb County" "GA" 46363 621 739072 392231 194071 37635 964 94405 72004 24837 44087 382187 24188 728393 66357 38977 79127 73654 105758 70896 24053 36613 252763 88756 62.731371233114 0.840242899203325 0.0133943014904126 122756 180436 131573 34808 145159 57686
"590" "Clayton County" "GA" 16222 255 274150 30835 185643 14463 647 36168 44106 22847 33734 122985 14125 268519 21738 9897 58701 41383 39572 9507 1142 18061 87608 25277 59.171986138975 0.930147729345249 0.0157193934163482 52450 77394 53768 13450 21663 7919
"591" "DeKalb County" "GA" 43121 543 736066 213843 392421 44468 1666 63842 55876 42349 61637 365630 34077 721966 71700 33952 127299 96984 106476 50316 19838 74382 254853 77480 58.5830618449976 0.737705586183848 0.012592472345261 111884 173298 126662 32091 121254 59455
"592" "Gwinnett County" "GA" 65424 628 889954 349434 230815 99659 1359 184621 64496 29302 52509 439634 27244 883083 121873 52573 107267 80667 121911 64621 16057 55643 279482 120574 73.5139119549999 0.70565444955582 0.00959892394228418 172444 246180 163484 52070 131038 50418
"593" "Forsyth County" "GA" 12561 93 211300 158260 6056 22255 382 20064 96445 3363 6401 103649 4567 210409 19138 14189 13643 12244 24065 23928 10231 9815 64160 25106 59.4462849029815 0.440132513014671 0.00740386911870074 44238 60530 34728 9683 45515 18472
"594" "Clay County" "GA" 164 3 3024 915 1944 0 0 143 23315 400 472 865 221 2968 0 85 1230 799 282 67 6 256 588 203 54.2328042328042 0.992063492063492 0.0182926829268293 448 712 601 138 61 103
"595" "Sac County" "IA" 1109 15 9936 9490 75 0 0 270 53254 341 349 5011 208 9717 85 463 913 1530 2048 701 93 327 3586 236 111.614331723027 1.50966183574879 0.0135256988277728 1498 2207 2447 880 1026 268
"596" "Montgomery County" "IA" 848 22 10239 9640 0 0 40 371 43674 831 756 4838 349 10014 136 335 1653 2116 1881 531 86 474 3086 611 82.8205879480418 2.14864732884071 0.0259433962264151 1611 2349 2577 926 867 227
"597" "Fremont County" "IA" 508 6 6985 6657 33 0 35 177 54430 349 292 3363 109 6799 67 291 748 1106 1264 525 102 273 2324 613 72.7272727272727 0.85898353614889 0.0118110236220472 1124 1548 1796 593 682 283
"598" "Lucas County" "IA" 648 8 8600 8525 9 0 3 10 47325 404 337 4076 179 8384 153 475 828 1477 1574 542 110 285 2820 586 75.3488372093023 0.930232558139535 0.0123456790123457 1260 1982 1977 632 778 138
"599" "Wayne County" "IA" 414 21 6405 6178 43 3 19 35 42434 439 207 2796 75 6295 13 362 1001 1223 1096 250 62 321 1902 374 64.6370023419204 3.27868852459016 0.0507246376811594 948 1574 1320 442 416 139
"600" "Osceola County" "IA" 638 9 6149 5557 79 4 2 456 53604 292 202 3197 54 6045 217 269 689 959 1200 408 50 361 2366 199 103.756708407871 1.46365262644332 0.0141065830721003 941 1446 1349 537 595 123
"601" "Van Buren County" "IA" 496 12 7308 7078 24 7 9 100 47197 297 195 3240 164 7231 1 392 1014 1173 1296 323 85 414 2369 318 67.8708264915161 1.64203612479475 0.0241935483870968 1128 1759 1776 658 508 173
"602" "Franklin County" "IA" 1017 18 10326 8866 140 11 0 1247 48172 574 723 4801 232 10178 277 371 1586 1717 1882 573 60 493 3467 358 98.4892504357931 1.74317257408483 0.0176991150442478 1761 2379 2620 1000 825 225
"603" "Monona County" "IA" 640 16 8865 8436 10 15 229 71 41598 623 380 4307 143 8633 35 370 1284 1950 1510 494 93 331 2984 515 72.1940214326001 1.804850535815 0.025 1339 1777 2330 740 705 246
"604" "Hancock County" "IA" 1298 24 10971 10290 69 15 34 432 57840 330 337 5653 95 10771 131 456 976 1742 2220 714 133 491 3949 401 118.311913225777 2.18758545255674 0.0184899845916795 1805 2464 2687 1162 1183 342
"605" "Jones County" "IA" 2706 49 20468 19324 512 16 81 366 58391 848 584 9671 425 19229 141 847 1745 2830 3680 1414 340 760 6725 1437 132.206370920461 2.39398084815321 0.0181079083518108 3130 4447 4936 1904 1708 654
"606" "Adams County" "IA" 295 3 3785 3664 16 21 5 45 49745 178 55 1796 79 3716 6 249 418 651 786 183 34 174 1339 120 77.9392338177015 0.792602377807133 0.0101694915254237 500 787 1017 336 357 94
"607" "Howard County" "IA" 831 19 9321 9010 66 22 0 144 51422 349 406 4695 140 9067 8 565 1051 1492 1738 590 63 403 3150 372 89.1535242999678 2.03840789614848 0.022864019253911 1429 2317 2080 842 627 231
"608" "Worth County" "IA" 606 3 7502 7102 79 22 3 212 50880 367 305 3778 248 7339 20 316 741 1259 1451 398 71 307 3135 191 80.7784590775793 0.399893361770195 0.00495049504950495 1116 1643 2134 823 586 173
"609" "Emmet County" "IA" 1104 31 9661 8497 159 24 43 900 47419 673 434 4894 200 8771 348 318 1212 1764 1631 618 120 500 3625 227 114.273884691026 3.20877755925888 0.0280797101449275 1475 2087 2341 770 967 314
"610" "Audubon County" "IA" 416 8 5711 5547 22 26 1 24 48750 340 241 2882 80 5515 16 209 614 1140 1126 340 73 267 2116 184 72.8418840833479 1.40080546314131 0.0192307692307692 817 1155 1478 499 414 116
"611" "Lyon County" "IA" 1349 32 11745 11283 8 27 22 295 62012 343 280 6004 145 11579 114 875 566 1214 2277 860 138 455 4091 336 114.857386121754 2.72456364410387 0.0237212750185322 2113 3319 2449 994 1217 294
"612" "Adair County" "IA" 688 20 7192 6950 24 28 0 124 49477 413 281 3680 114 6953 71 232 661 1265 1461 402 82 458 2211 592 95.6618464961068 2.78086763070078 0.0290697674418605 1106 1549 1726 630 598 130
"613" "Guthrie County" "IA" 1030 24 10664 10195 36 29 33 252 56306 414 458 5350 196 10539 95 419 1063 1499 2043 661 190 603 3311 1191 96.5866466616654 2.25056264066016 0.0233009708737864 1769 2394 2436 821 1125 311
"614" "Humboldt County" "IA" 1054 19 9586 9014 18 30 30 381 48847 528 574 4698 161 9439 217 479 1226 1689 1684 727 121 443 3584 302 109.952013352806 1.98205716670144 0.0180265654648956 1528 2242 2305 934 1032 250
"615" "Iowa County" "IA" 1246 22 16231 15524 130 30 4 401 58077 456 597 8623 184 15869 97 885 1555 2176 3095 1321 174 884 6362 1014 76.7666810424496 1.35543096543651 0.0176565008025682 2540 3812 3727 1282 1544 545
"616" "Davis County" "IA" 691 21 8834 8573 11 30 0 115 52390 386 381 3949 144 8708 20 755 1196 1167 1501 466 121 550 2702 558 78.2205116594974 2.37717908082409 0.0303907380607815 1403 2576 1751 639 666 263
"617" "Carroll County" "IA" 2540 34 20428 19466 301 31 14 481 54563 847 817 10592 275 20029 108 1144 2053 3436 3636 1369 234 706 8062 403 124.339142353632 1.66438222048169 0.0133858267716535 3327 5020 4504 1806 2361 455
"618" "Calhoun County" "IA" 1221 9 9814 9300 175 31 30 180 46302 527 510 4370 105 9029 38 502 1381 1780 1749 566 134 346 2992 368 124.414102302833 0.917057265131445 0.00737100737100737 1335 2055 2609 830 885 297
"619" "Ida County" "IA" 742 30 6965 6685 0 31 50 144 51978 351 136 3533 116 6812 53 404 701 1100 1309 539 95 323 2516 250 106.532663316583 4.30725053840632 0.0404312668463612 1097 1628 1700 573 794 129
"620" "Mills County" "IA" 1362 16 14933 14122 118 32 75 423 67949 478 505 7416 242 14701 69 738 1344 1625 2292 1511 173 611 5563 975 91.2073930221657 1.07145248777875 0.0117474302496329 2702 3554 3562 1077 1629 601
"621" "Grundy County" "IA" 1205 26 12354 12000 84 34 3 148 65170 363 306 6295 185 12095 19 797 697 1487 2376 1045 247 438 4692 467 97.5392585397442 2.10458151206087 0.0215767634854772 1926 2915 3168 1237 1712 446
"622" "Harrison County" "IA" 1548 62 14196 13701 28 36 42 229 57558 646 740 7308 128 13902 43 621 1452 2037 2780 1096 155 667 4637 1563 109.044801352494 4.36742744435052 0.0400516795865633 2187 3236 3584 1077 1311 322
"623" "Chickasaw County" "IA" 1109 12 12140 11691 52 44 32 267 50688 538 268 6269 164 11964 155 685 1070 2112 2235 859 92 542 4432 670 91.3509060955519 0.988467874794069 0.0108205590622182 1971 2857 2720 1231 964 257
"624" "Palo Alto County" "IA" 904 9 9110 8595 173 46 14 217 50470 362 207 4819 63 8753 257 605 618 1393 1811 537 82 615 3613 216 99.231613611416 0.987925356750823 0.00995575221238938 1269 2041 2502 1031 1232 290
"625" "Keokuk County" "IA" 849 26 10223 9897 14 46 10 154 48399 579 345 4922 273 10068 64 619 1130 1912 1848 623 88 489 3265 725 83.0480289543187 2.54328475007336 0.0306242638398115 1425 2304 2315 971 955 270
"626" "Decatur County" "IA" 482 4 8105 7550 135 50 24 217 41042 566 394 3780 200 7348 133 406 1403 1551 1231 359 31 510 2242 551 59.4694632942628 0.493522516964837 0.00829875518672199 1126 1726 1355 348 638 339
"627" "Cherokee County" "IA" 1388 27 11577 10881 110 52 41 393 53998 653 690 5990 207 10982 102 516 1307 1907 2292 790 238 395 4396 344 119.892891077136 2.33221041720653 0.0194524495677233 1603 2467 2950 1136 1199 301
"628" "Delaware County" "IA" 1732 36 17326 16805 48 54 10 241 60534 621 498 9345 244 17024 109 835 1570 2243 3174 1329 180 609 6496 1256 99.9653699642156 2.07780214706222 0.0207852193995381 2848 4160 3748 1409 1354 495
"629" "Wright County" "IA" 1636 24 12864 11155 61 56 3 1425 48935 684 785 5882 364 12608 515 558 1585 2321 2262 822 174 598 4217 435 127.176616915423 1.86567164179104 0.0146699266503667 2093 2990 3376 1069 1182 294
"630" "Tama County" "IA" 1866 57 17236 14172 105 62 1191 1496 56110 558 769 8479 336 16728 429 743 1968 2223 3049 1295 108 1070 6222 1029 108.261777674634 3.3070317939197 0.0305466237942122 2951 4172 4023 1585 1415 383
"631" "Appanoose County" "IA" 1101 38 12547 12009 74 68 17 227 40377 845 541 5502 372 12347 75 760 2108 2675 2156 445 131 619 3942 696 87.7500597752451 3.02861241731091 0.0345140781108084 1597 2752 3144 862 1156 316
"632" "Dickinson County" "IA" 1852 26 17000 16344 91 72 48 321 59889 710 605 9177 280 16711 92 656 1356 2619 3320 1687 413 806 7322 425 108.941176470588 1.52941176470588 0.0140388768898488 2160 3258 4741 1734 2572 740
"633" "O'Brien County" "IA" 1692 54 13944 12990 102 124 26 622 56314 639 483 7418 175 13645 267 642 1328 2095 2875 831 300 1013 5159 461 121.342512908778 3.87263339070568 0.0319148936170213 2231 3254 3501 1275 1435 262
"634" "Madison County" "IA" 1199 9 15720 15082 36 168 3 288 60077 527 484 7971 441 15496 105 928 1132 1855 3017 1253 232 731 5540 1282 76.2722646310433 0.572519083969466 0.00750625521267723 2913 4074 3721 1353 1894 525
"635" "Fayette County" "IA" 1610 22 20139 18954 246 184 9 455 48412 1046 1006 10036 367 19373 172 851 2472 3303 3737 1081 194 821 6842 1016 79.9443865137296 1.09240776602612 0.0136645962732919 2881 4276 4514 1505 1897 607
"636" "Floyd County" "IA" 1388 36 15904 14761 301 232 57 399 48607 934 768 8223 230 15665 198 856 2438 2824 2800 1094 206 651 6199 598 87.2736418511066 2.2635814889336 0.0259365994236311 2416 3591 3935 1737 1787 366
"637" "Jefferson County" "IA" 1201 24 17945 14469 1040 930 1 518 44516 973 1080 8372 597 16520 1689 668 2510 3014 2842 833 183 739 6144 267 66.926720534968 1.33741989412093 0.0199833472106578 2507 3463 4153 1464 2434 1328
"638" "Winnebago County" "IA" 1188 29 10545 9729 115 129 24 441 50072 363 470 5119 385 9880 156 534 998 1787 2092 672 39 494 3943 344 112.660028449502 2.75011853959222 0.0244107744107744 1387 2252 2656 985 1168 288
"639" "Bremer County" "IA" 2430 48 24741 23582 234 274 52 353 65440 538 534 12931 487 23084 280 1399 1781 2665 4222 2146 412 973 10027 827 98.2175336485995 1.94009943009579 0.0197530864197531 3682 5460 5529 2157 3321 1029
"640" "Muscatine County" "IA" 3889 77 42923 33383 836 466 67 7522 56398 1468 2529 21645 782 42180 1511 1858 4442 5397 7772 2842 403 1771 18093 1252 90.6041050252778 1.79391002492836 0.0197994343018771 7375 10852 8971 3687 4129 1396
"641" "Kossuth County" "IA" 1724 44 15166 14477 123 85 15 338 54868 618 459 7646 162 14880 87 648 1488 2461 2956 1051 206 468 5592 378 113.675326387973 2.90122642753528 0.0255220417633411 2247 3320 3982 1471 1705 284
"642" "Benton County" "IA" 2093 44 25646 24785 174 89 33 360 64061 934 908 13230 487 25201 97 1397 2182 3152 4423 2185 427 1157 9638 1542 81.6111674335179 1.71566716057085 0.0210224558050645 4352 6166 6209 2408 2764 902
"643" "Jackson County" "IA" 1917 31 19409 18577 108 89 5 269 51806 965 903 9708 475 19078 64 886 2293 3141 3850 1207 197 524 6608 1357 98.768612499356 1.59719717656757 0.0161711006781429 2992 4323 4165 1571 1678 647
"644" "Buchanan County" "IA" 1592 23 21101 20337 70 117 53 312 59348 912 808 10412 348 20780 119 1426 1621 2780 3623 1499 310 689 7582 1183 75.4466612956732 1.0899957347993 0.0144472361809045 3841 5644 4646 1744 2019 469
"645" "Page County" "IA" 1442 15 15393 14094 310 170 136 495 46708 925 392 7220 293 14395 195 615 1963 2778 2622 908 97 648 5382 341 93.6789449749886 0.974468914441629 0.0104022191400832 2273 3118 3828 1196 1662 491
"646" "Lee County" "IA" 3159 30 34785 31645 872 210 51 1229 48266 2447 1852 16022 1317 33734 141 1414 5504 5962 6334 1717 191 1160 13131 988 90.8150064683053 0.86244070720138 0.00949667616334283 4821 7524 8884 3128 2740 806
"647" "Black Hawk County" "IA" 13701 236 132960 109247 11756 2726 303 5603 50916 7463 6459 68771 3840 127519 4075 6486 20292 21098 21726 8446 1541 6112 59962 2530 103.046028880866 1.77496991576414 0.0172250200715276 18903 28764 26730 9678 15068 5517
"648" "Buena Vista County" "IA" 3923 29 20369 12516 532 1813 4 5098 52784 1038 1102 10658 547 19313 2592 1273 2654 2714 3545 1097 205 1651 7868 439 192.596592861702 1.42373214198046 0.00739230180983941 3260 5212 3779 1210 1838 451
"649" "Jasper County" "IA" 3212 59 36789 34649 586 155 57 738 56363 2037 1247 17428 833 34911 212 1807 3171 4807 6864 2543 319 1809 12410 2558 87.3087064068064 1.60374024844383 0.0183686176836862 5750 8202 8524 2914 3561 840
"650" "Poweshiek County" "IA" 1325 24 18428 16955 355 374 0 568 51456 812 651 9622 465 16645 450 703 1777 2822 3315 1233 201 709 7032 948 71.9014543086607 1.30236596483612 0.0181132075471698 2462 3632 3757 1123 1648 635
"651" "Story County" "IA" 8658 34 95888 81058 1789 7013 278 3133 52671 2716 2655 51305 2382 85681 7075 4334 18822 14928 13527 7062 1589 5929 40831 3776 90.29284164859 0.354580343734357 0.00392700392700393 10496 16194 13517 4602 13567 7015
"652" "Linn County" "IA" 17743 275 220008 191432 10573 4968 323 6790 62702 10233 10580 117384 4627 214425 5428 11741 20280 27901 37439 19891 3830 10457 102823 6089 80.647067379368 1.24995454710738 0.0154990700557967 34616 52151 51657 18139 33089 10508
"653" "Louisa County" "IA" 1148 30 11238 8836 117 439 31 1774 54393 455 401 5561 235 11090 854 517 1222 1622 1972 630 140 697 4035 754 102.153408079729 2.66951414842499 0.0261324041811847 1849 2608 2370 849 834 239
"654" "Webster County" "IA" 4684 71 36945 32548 1703 487 113 1667 42148 2461 2194 16583 997 34130 785 1632 5539 7104 5666 1989 308 1320 13696 861 126.783055893896 1.92177561239681 0.0151579846285226 5193 7961 9308 3557 3608 994
"655" "Cerro Gordo County" "IA" 4647 68 43134 39352 721 487 130 1981 50569 2438 1977 22051 939 42071 471 1894 4773 7445 8343 2737 676 1929 18251 1302 107.734038113785 1.57648258914082 0.0146330966214762 6026 8932 12224 4624 4887 1384
"656" "Woodbury County" "IA" 12972 175 102397 76449 2960 2873 1444 16130 51350 5816 7458 51486 2582 99489 5303 4912 13969 15250 16897 5858 957 4944 43743 2663 126.683398927703 1.70903444436849 0.0134905951279679 17500 26878 19912 5997 10188 3042
"657" "Marshall County" "IA" 4265 61 40476 29339 396 1310 65 8395 52752 2061 2400 19195 1065 39362 3705 2005 4422 5394 7441 2387 319 2791 15673 1627 105.371084099219 1.50706591560431 0.0143024618991794 6683 10171 8629 2686 3721 1070
"658" "Allamakee County" "IA" 1276 28 13940 12716 132 35 16 847 47895 704 399 6881 237 13590 441 811 1550 2532 2464 860 181 760 4618 1002 91.5351506456241 2.00860832137733 0.0219435736677116 2118 3174 2896 1045 1208 359
"659" "Shelby County" "IA" 1020 26 11772 11187 54 37 13 330 55638 529 295 6043 231 11542 178 613 1005 1740 2257 858 200 684 4253 654 86.6462793068298 2.20863064899762 0.0254901960784314 1917 2656 2706 1037 1321 364
"660" "Pocahontas County" "IA" 776 11 6972 6525 120 41 0 243 45969 482 173 3358 123 6808 126 365 898 1352 1341 430 68 247 2223 321 111.302352266208 1.57773952954676 0.0141752577319588 1025 1533 1834 745 648 82
"661" "Taylor County" "IA" 591 9 6214 5638 20 43 3 469 46825 308 316 3004 88 6081 104 276 668 1142 1084 407 61 305 2108 259 95.1078210492436 1.44834245252655 0.0152284263959391 1055 1447 1595 683 446 148
"662" "Ringgold County" "IA" 433 9 4986 4788 6 43 17 111 50642 269 150 2134 112 4770 31 302 518 830 911 225 97 133 1307 209 86.8431608503811 1.80505415162455 0.0207852193995381 779 1175 1213 470 521 116
"663" "Cedar County" "IA" 1526 19 18368 17596 133 51 42 346 62555 502 374 9872 306 18091 10 901 984 2120 3738 1421 267 628 6679 1501 83.0792682926829 1.03440766550523 0.0124508519003932 3023 4176 4632 1795 2220 514
"664" "Butler County" "IA" 1473 24 14822 14349 36 63 48 191 53937 485 422 7431 245 14540 66 794 1369 2162 3049 913 154 700 5434 814 99.3793010389961 1.61921468087977 0.0162932790224033 2281 3411 3745 1434 1286 355
"665" "Monroe County" "IA" 809 18 7912 7397 6 70 0 218 50179 427 386 3780 223 7771 101 422 846 1202 1647 477 21 341 2681 510 102.249747219414 2.27502527805865 0.0222496909765142 1259 1928 1528 530 677 96
"666" "Union County" "IA" 1082 22 12497 11806 149 82 34 347 47597 693 553 6205 280 12204 137 579 1682 2225 2264 723 97 649 4750 522 86.5807793870529 1.76042250140034 0.0203327171903882 1974 2860 3339 1097 956 295
"667" "Clarke County" "IA" 792 7 9267 7842 10 94 0 1181 49718 690 352 4610 210 9061 471 453 1394 1419 1803 590 58 686 3120 860 85.4645516348333 0.755368511924032 0.00883838383838384 1372 2231 1903 638 822 231
"668" "Greene County" "IA" 691 7 9046 8599 11 122 8 244 52529 562 368 4506 296 8891 140 397 892 1449 1685 692 86 405 3021 475 76.3873535264205 0.773822684059253 0.0101302460202605 1466 2015 2217 763 926 298
"669" "Des Moines County" "IA" 3810 41 39876 35101 2391 252 65 1168 47524 3008 2738 19302 1143 39114 408 1438 5985 7025 7034 2353 360 1477 16289 1004 95.5461931989167 1.02818738088073 0.010761154855643 6213 9108 10968 3596 3884 1224
"670" "Johnson County" "IA" 12085 49 144425 115025 9064 8984 249 7874 59965 4666 4995 81701 2765 136123 10368 7992 24026 19662 21563 12341 3857 11596 70718 3648 83.6766487796434 0.339276441059373 0.00405461315680596 17827 29238 22042 7246 23817 11444
"671" "Mahaska County" "IA" 1921 36 22301 20918 334 297 45 448 50568 1227 1062 10897 646 21655 306 1129 3116 3623 3911 1231 190 1224 8508 797 86.1396349939465 1.61427738666428 0.0187402394586153 3638 5356 4379 1397 2546 810
